台湾频道,#genre#
HBO家庭,http://pili-live-hdl.qhmywl.com/dsdtv/7e7ed5cc99029fd0d27e25009d7abdac.flv
HBO强档,vjms://58.215.133.185:8500:3502/live/cid=238
HBO强档,http://pili-live-hdl.qhmywl.com/dsdtv/c971b59822c6a91fab4bad8ca9b45f6b.flv
HBO强档,mitv://198.255.74.87:9906/5dc08f0d000512f301b7bd94cf14a0de.ts
HBO强档,vjms://23.237.33.155:8500:3502/live/cid=238
HBO强档,vjms://121.14.222.75:8500:3502/live/cid=238
HD,vjms://121.14.222.75:8500:3502/live/cid=266
History HD,mitv://198.255.74.87:9906/5dc08f0900012d9701b7acf4e27b9395.ts
History2 HD,mitv://198.255.74.87:9906/5dc08f09000054ba01b7acbd491ca921.ts
JET综合,P2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
JET综合,p8p://0198.02686.cc:16871/5d1a69a7000abe1711bdac390219d138.ts
MOMO亲子台,p2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55
MOMO亲子台,P2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
MOMO亲子台,mitv://198.255.74.87:9906/5dc08f140008553f01b7d9c1331a3122.ts
MTV,vjms://58.215.133.185:8500:3502/live/cid=52
MY KIDS,mitv://198.255.74.87:9906/5dc08f0200017dde01b791b183d54845.ts
NBA,mitv://198.255.74.87:9906/5dc08f01000f128101b79143179b1752.ts
NHK华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
Nick Jr,mitv://198.255.74.87:9906/5dc08f020002568501b791e8084cb957.ts
SKY NEWS,http://pili-live-hdl.qhmywl.com/dsdtv/64a4807c0cf482cffe922d7b8f091303.flv
SMART,p8p://0198.02686.cc:16871/5d1a69a9000d171211bdb4a3d225e7dd.ts
Star Sports,rtmp://58.200.131.2:1935/livetv/starsports
Star Sports,rtmp://58.200.131.2:1935/livetv/starsports Channel[V],rtmp://58.200.131.2:1935/livetv/channelv
StarWorld,p8p://0198.02686.cc:16871/5d1a69aa0008eaab11bdb77907881e7a.ts
TLC旅游生活,vjms://58.215.133.185:8500:3502/live/cid=103
TLC旅游生活,vjms://121.14.222.75:8500:3502/live/cid=103
TLC旅游生活,vjms://23.237.33.155:8500:3502/live/cid=103
TV5MONDE,vjms://58.215.133.185:8500:3502/live/cid=396
TV5MONDE,vjms://121.14.222.75:8500:3502/live/cid=396
TV5MONDE,vjms://23.237.33.155:8500:3502/live/cid=396
TV5MONDE,mitv://198.255.74.87:9906/5dc08efe000d552301b785199e1edf3b.ts
TVBS,vjms://58.215.133.185:8500:3502/live/cid=349
TVBS,vjms://23.237.33.155:8500:3502/live/cid=349
TVBS,vjms://121.14.222.75:8500:3502/live/cid=349
TVBS新闻,vjms://58.215.133.185:8500:3502/live/cid=348
TVBS新闻,vjms://23.237.33.155:8500:3502/live/cid=348
TVBS新闻,vjms://121.14.222.75:8500:3502/live/cid=348
TVBS新闻,P2p://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts
TVBS新闻,rtmp://59.124.75.137/sat/tv551
TVBS欢乐台,vjms://121.14.222.75:8500:3502/live/cid=438
TVBS欢乐台,P2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts
TVBS欢乐台,rtmp://59.124.75.137/sat/tv421
TVBS欢乐台,p2p://51.79.41.138:18912/5c72488a000a56b71d52e3a07060345e.ts
TVBS欢乐台,vjms://23.237.33.155:8500:3502/live/cid=438
TVBS精采台,mitv://fccsovh.pvbox.live:18912/5bdbf3b20000e966d2177540400d0818
TVBS精采台,p2p://51.79.41.138:18912/5bdbf3b20000e966d2177540400d0818.ts
TVBS精采台,P2p://190.2.146.92:18912/5bdbf3b20000e966d2177540400d0818.ts
TVBS精采台,p8p://0198.02686.cc:16871/5d1a69ab0004fab811bdba5fa309b278.ts
tvN,p8p://0198.02686.cc:16871/5d1a69ac0001052011bdbd440481f777.ts
WarnerTV,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
WarnerTV,http://pili-live-hdl.qhmywl.com/dsdtv/a645bdeafb1216c23352144c3505bd8c.flv
WarnerTV,mitv://198.255.74.87:9906/5dc08f020003327101b7922132df84c4.ts
Z频道,p8p://0198.02686.cc:16871/5d1a69ac000bbbd711bdc002921c2017.ts
三立台湾,vjms://121.14.222.75:8500:3502/live/cid=437
三立台湾,p8p://0198.02686.cc:16871/5d1a69ae00025bef11bdc56ba098b443.ts
三立台湾,vjms://23.237.33.155:8500:3502/live/cid=437
三立台湾,http://pili-live-hdl.qhmywl.com/dsdtv/e71635b53bb874a085b2a469802bbc81.flv
三立戏剧台,p8p://0198.02686.cc:16871/5d1a69f90000ad2611bee9f55d87748f.ts
三立新聞台,http://60.199.188.65/HLS/WG_ETTV-N/02.m3u8
三立新闻,vjms://121.14.222.75:8500:3502/live/cid=352
三立新闻,vjms://58.215.133.185:8500:3502/live/cid=352
三立新闻,vjms://23.237.33.155:8500:3502/live/cid=352
三立综合台,p8p://0198.02686.cc:16871/5d1a69fa0007d2f011beefb295d4d371.ts
三立都会,mitv://198.255.74.87:9906/5dc08f22000e342301b811f28dbb5132.ts
三立都会,vjms://121.14.222.75:8500:3502/live/cid=226
三立都会,vjms://58.215.133.185:8500:3502/live/cid=226
三立都會,http://58.215.133.184:5021/live/226?pid=WDMXHVBGPUGC@5072IPT&begblock=17838195&blocknum=0&needkeyframeinfo=1
东森幼幼,vjms://121.14.222.75:8500:3502/live/cid=344
东森幼幼,mitv://198.255.74.87:9906/5dc08f230007eecd01b8143f61d4b68b.ts
东森幼幼,p8p://0198.02686.cc:16871/5d416a580007131b7660d3322e8b0a5f.ts
东森幼幼,vjms://23.237.33.155:8500:3502/live/cid=344
东森戏剧,P2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
东森新闻,vjms://121.14.222.75:8500:3502/live/cid=340
东森新闻,http://pili-live-hdl.qhmywl.com/dsdtv/b237f97b0e9e21e88e0bdaae40730332.flv
东森新闻,vjms://23.237.33.155:8500:3502/live/cid=340
东森新闻,vjms://58.215.133.185:8500:3502/live/cid=340
东森新闻,p8p://0198.02686.cc:16871/5d1a69c2000a678211be159b7e5802a8.ts
东森新闻,http://192.154.103.74:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
东森新闻,P2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
东森电影,http://192.200.108.130:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
东森电影,p8p://0198.02686.cc:16871/5d1a69af0009735f11bdcb2402d2abda.ts
东森电影,vjms://23.237.33.155:8500:3502/live/cid=338
东森电影,vjms://121.14.222.75:8500:3502/live/cid=338
东森电影,http://pili-live-hdl.qhmywl.com/dsdtv/d2325cfdfd53364263d307573f78e3ce.flv
东森电影,p2p://51.79.41.138:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
东森综合,P2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts
东森综合,vjms://23.237.33.155:8500:3502/live/cid=333
东森财经,http://pili-live-hdl.qhmywl.com/dsdtv/10e21c98ff74745141a386d91da24c56.flv
东森财经,p8p://0198.02686.cc:16871/5d1a69c300063ae211be1871800a9ae8.ts
东森财经,vjms://23.237.33.155:8500:3502/live/cid=456
东森财经,vjms://58.215.133.185:8500:3502/live/cid=456
东森财经,vjms://121.14.222.75:8500:3502/live/cid=456
东森超视,mitv://fccsovh.pvbox.live:18912/5c72487c000667911d52abe7044c2b21
中天亚洲,http://192.200.108.130:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
中天亚洲,P2p://190.2.146.92:18912/5c724839000d2f361d51a7e41eb00016.ts
中天娱乐,http://192.154.103.74:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
中天娱乐,vjms://121.14.222.75:8500:3502/live/cid=350
中天娱乐,vjms://23.237.33.155:8500:3502/live/cid=350
中天新闻,vjms://58.215.133.185:8500:3502/live/cid=407
中天新闻,vjms://121.14.222.75:8500:3502/live/cid=407
中天新闻,vjms://23.237.33.155:8500:3502/live/cid=407
中天新闻,rtmp://59.124.75.137/sat/tv521
中天新闻,http://pili-live-hdl.qhmywl.com/dsdtv/e1a397539e76f45bbbf39d1467024aa3.flv
中天新闻,p8p://0198.02686.cc:16871/5d1a69b000057f8711bdce095e527c76.ts
中天新闻,http://192.200.108.130:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
中天综合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
中天综合,vjms://121.14.222.75:8500:3502/live/cid=341
中天综合,vjms://23.237.33.155:8500:3502/live/cid=341
中天综合,http://192.200.108.130:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
中视,P2p://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts
中视,vjms://121.14.222.75:8500:3502/live/cid=452
中视,http://pili-live-hdl.qhmywl.com/dsdtv/318e4839a23f9ff15e327de9bcb31687.flv
中视,vjms://23.237.33.155:8500:3502/live/cid=452
中视经典,http://pili-live-hdl.qhmywl.com:80/dsdtv/75249ac8b464466a9c41c669bd27260a.m3u8
中视综合,http://192.200.108.130:8080/ZZ_zhongshi/ZZ_zhongshi.m3u8
亚洲旅游台 HD,p8p://0198.02686.cc:16871/5d1a69b100010db711bdd0ce73edfa51.ts
亚洲旅游台 HD,mitv://198.255.74.87:9906/5dc08f140004b9df01b7d8d57910c45c.ts
亞洲新聞CNA,malay,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
八大戏剧,vjms://23.237.33.155:8500:3502/live/cid=110
八大戏剧,vjms://121.14.222.75:8500:3502/live/cid=110
八大戏剧,http://pili-live-hdl.qhmywl.com/dsdtv/6d7d7a9c22ba9aa4e411e3f7567763d8.flv
八大第一,vjms://23.237.33.155:8500:3502/live/cid=441
八大第一,vjms://58.215.133.185:8500:3502/live/cid=441
八大第一,vjms://121.14.222.75:8500:3502/live/cid=441
八大综合,vjms://23.237.33.155:8500:3502/live/cid=354
八大综合,http://192.200.120.82:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
八大综合,vjms://121.14.222.75:8500:3502/live/cid=354
公视,http://58.215.133.184:5021/live/236?pid=PWKNNPGYQNPA@5190TBW&begblock=0&startdelay=40&blocknum=0&needkeyframeinfo=1
公视,vjms://121.14.222.75:8500:3502/live/cid=236
公视,vjms://23.237.33.155:8500:3502/live/cid=236
公视,vjms://58.215.133.185:8500:3502/live/cid=236
凤凰电影台,https://116.77.72.195/streams/d/fhdy/playlist.m3u8
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy
办公室小野,http://hls-ott-zhibo.wasu.tv/live/184/index.m3u8
动物星球,p8p://0198.02686.cc:16871/5d1a69da000a2acf11be734ba3f44eda.ts
动物星球,mitv://198.255.74.87:9906/5dc08f05000df9b701b7a09b8365395a.ts
动物星球,http://192.200.108.130:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
华纳电影,http://192.200.108.130:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
华视,vjms://121.14.222.75:8500:3502/live/cid=451
华视,vjms://23.237.33.155:8500:3502/live/cid=451
华视综合,http://192.200.108.130:8080/ZZ_huashi/ZZ_huashi.m3u8
博斯无限,mitv://198.255.74.87:9906/5dc08f14000bad9301b7da9c1cd36e95.ts
博斯无限二台,http://pili-live-hdl.qhmywl.com/dsdtv/8c9a98717ee9e5136636c3bedbb852b8.flv
博斯运动一台,mitv://198.255.74.87:9906/5dc08f17000cfdd501b7e6aadc319b99.ts
博斯运动二台,mitv://198.255.74.87:9906/5dc08f14000d867301b7db159f054a88.ts
博斯高球1,vjms://58.215.133.185:8500:3502/live/cid=265
博斯高球1,vjms://23.237.33.155:8500:3502/live/cid=265
博斯高球1,http://pili-live-hdl.qhmywl.com/dsdtv/4870a14ca0496e434825594643eea173.flv
博斯高球1,vjms://121.14.222.75:8500:3502/live/cid=265
博斯高球2,p8p://0198.02686.cc:16871/5d1a69a6000ef72511bda96629eb9aa4.ts
博斯高球2,http://pili-live-hdl.qhmywl.com/dsdtv/9dd0941038e16fd8207f4c485c2fd34b.flv
卫视中文台,mitv://198.255.74.87:9906/5dc08f10000e5eb101b7cbad75968b35.ts
卫视电影台,p8p://0198.02686.cc:16871/5d1a69d0000743f711be4b7d2b320c30.ts
卫视电影台,http://pili-live-hdl.qhmywl.com/dsdtv/4499fb1dcef8c7a9f64276bf71bfc5b4.flv
台灣三立新聞,http://60.199.188.65/HLS/WG_ETTV-N/01.m3u8
台视,vjms://121.14.222.75:8500:3502/live/cid=453
台视,vjms://23.237.33.155:8500:3502/live/cid=453
国兴卫视,vjms://23.237.33.155:8500:3502/live/cid=424
国兴卫视,vjms://121.14.222.75:8500:3502/live/cid=424
国家地理,vjms://23.237.33.155:8500:3502/live/cid=115
国家地理,mitv://198.255.74.87:9906/5dc08f090003e26a01b7ada6c90177d7.ts
国家地理,vjms://58.215.133.185:8500:3502/live/cid=115
国家地理,http://192.200.108.130:8080/ZZ_hbo/ZZ_hbo.m3u8
国家地理,vjms://121.14.222.75:8500:3502/live/cid=115
国家地理,rtmp://58.200.131.2:1935/livetv/natlgeo
国家地理People,mitv://198.255.74.87:9906/5dc08f0900030a1901b7ad6e30853d1f.ts
国家地理野生,vjms://23.237.33.155:8500:3502/live/cid=263
国家地理野生,vjms://121.14.222.75:8500:3502/live/cid=263
国家地理野生,vjms://58.215.133.185:8500:3502/live/cid=263
国家地理野生,mitv://198.255.74.87:9906/5dc08f09000204d701b7ad2baed33465.ts
壹新闻,vjms://23.237.33.155:8500:3502/live/cid=445
壹新闻,vjms://121.14.222.75:8500:3502/live/cid=445
壹新闻,p8p://0198.02686.cc:16871/5d1a69b6000b8d0a11bde706a99c146a.ts
壹综合,p8p://0198.02686.cc:16871/5d1a69b70007631411bde9dd9eaae997.ts
大爱,http://hdl0901.plures.net/onlive/cf4e7f67f00a45fe954087ce61a3ce34.flv
天映经典,p2p://fccsovh.pvbox.live:18912/5b3c4f9b00031383627eef60721e1738
天映频道,mitv://198.255.74.87:9906/5dc08f10000b0c4f01b7cad355c99671.ts
好莱坞电影,http://pili-live-hdl.qhmywl.com/dsdtv/8e678565884cdebd00f8b3121b3b7ee1.flv
好莱坞电影,http://aldirect.hls.huya.com/huyalive/30765679-2484192572-10669525853706125312-2847687498-10057-A-0-1_1200.m3u8
好莱坞电影,http://192.200.108.130:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
好莱坞电影,http://192.200.120.82:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
好莱坞电影,P2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
寰宇新闻,http://pili-live-hdl.qhmywl.com/dsdtv/4677cf6625ce01b236bbb58f99094d51.flv
寰宇新闻,p8p://0198.02686.cc:16871/5d1a69ba0007750411bdf59a5aa4b66d.ts
寰宇财经台,p8p://0198.02686.cc:16871/5d1a69bb00034ddd11bdf8710f58e2f3.ts
小太阳,mitv://198.255.74.87:9906/5dc4e322000e827212a03206729ccc38.ts
年代MUCH,vjms://121.14.222.75:8500:3502/live/cid=439
年代much,http://58.215.133.184:5021/live/439?pid=CRCYJVQKWYMT@5477XMO&begblock=0&startdelay=40&blocknum=0&needkeyframeinfo=1
年代MUCH,vjms://23.237.33.155:8500:3502/live/cid=439
年代MUCH,vjms://58.215.133.185:8500:3502/live/cid=439
年代新闻,vjms://23.237.33.155:8500:3502/live/cid=455
年代新闻,p2p://51.79.41.138:18912/5b1409fd000a72692a6580254840e3c2.ts
年代新闻,vjms://58.215.133.185:8500:3502/live/cid=455
年代新闻,vjms://121.14.222.75:8500:3502/live/cid=455
年代新闻,http://192.200.108.130:8080/ZZ_niandaixinwen/ZZ_niandianxinwen.m3u8
年代新闻,p8p://0198.02686.cc:16871/5d1a69bb000e0fd711bdfb32923ec02b.ts
年代新闻,mitv://198.255.74.87:9906/5dc08f27000164c901b822323153c62a.ts
幸福空間 居家台,http://61.58.60.230:9319/live/125.m3u8
影迷数位电影,http://pili-live-hdl.qhmywl.com/dsdtv/991d0a1e4fc3c270d037fae11c587741.flv
探索EVE,mitv://198.255.74.87:9906/5dc08f090004c52401b7ade0b5732b25.ts
探索亚洲,vjms://58.215.133.185:8500:3502/live/cid=440
探索亚洲,mitv://198.255.74.87:9906/5dc08f0c000ae91d01b7bb2a503af63a.ts
探索亚洲,vjms://23.237.33.155:8500:3502/live/cid=440
探索亚洲,vjms://121.14.222.75:8500:3502/live/cid=440
探索科学,mitv://198.255.74.87:9906/5dc08f090005b59301b7ae1d2b2dd80f.ts
探索科学,vjms://58.215.133.185:8500:3502/live/cid=457
探索科学,vjms://23.237.33.155:8500:3502/live/cid=457
探索科学,vjms://121.14.222.75:8500:3502/live/cid=457
探索频道,mitv://198.255.74.87:9906/5dc08f0c000a7ead01b7bb0fb297bca5.ts
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
星卫HD电影,http://pili-live-hdl.qhmywl.com/dsdtv/41e05f3849c21412aa8b347f18adb3f6.flv
星卫娱乐,p2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5
星卫电影,p2p://51.79.41.138:18912/5c724a05000626a61d58aaff0c3f3175.ts
星卫电影台,P2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
星空卫视,rtmp://58.200.131.2:1935/livetv/startv
曼迪日本台,mitv://198.255.74.87:9906/5dc08f1800007a5301b7e75ee5782a3e.ts
有线18台,vjms://121.14.222.75:8500:3502/live/cid=364
有线综合娱乐台,http://testalicdn2.cdn.utvhk.com/live/72ee37b54d524bcb806957577dfdfd72/fe371c746eb94b01b7fb0e70569a2e9f-1.m3u8
民视,vjms://23.237.33.155:8500:3502/live/cid=226
民视,P2p://190.2.146.92:18912/5c72483f0003db4b1d51bcf349367c26.ts
民视,vjms://58.215.133.185:8500:3502/live/cid=450
民视,vjms://23.237.33.155:8500:3502/live/cid=450
民视,mitv://fccsovh.pvbox.live:18912/5c72483f0003db4b1d51bcf349367c26
民视台湾台,P2p://51.79.41.138:18912/5b14095f00097ec617d238d6575b7b8c
民视新闻,p8p://0198.02686.cc:16871/5d1a69c50008f95211be20f5ac2747e5.ts
民视新闻,vjms://23.237.33.155:8500:3502/live/cid=454
澳亚卫视,vjms://121.14.222.75:8500:3502/live/cid=337
澳亚卫视,http://stream.mastvnet.com/MASTV/playlist.m3u8
澳亚卫视,vjms://23.237.33.155:8500:3502/live/cid=337
爱上4K,http://1.180.237.9/live.aishang.ctlcdn.com/00000110240282_1/encoder/0/playlist.m3u8
科幻电影,http://aldirect.hls.huya.com/huyalive/28466698-2689656864-11551988268341919744-2847699194-10057-A-0-1_1200.m3u8
緯來戲劇,http://58.215.133.184:5021/live/137?pid=JVRYNKYTBIGO@5609NBM&begblock=0&startdelay=40&blocknum=0&needkeyframeinfo=1
纬来体育,vjms://58.215.133.185:8500:3502/live/cid=202
纬来体育,vjms://23.237.33.155:8500:3502/live/cid=202
纬来体育,http://pili-live-hdl.qhmywl.com/dsdtv/464311a99c6465a1f36681b73c62fa83.flv
纬来体育,vjms://121.14.222.75:8500:3502/live/cid=202
纬来体育,mitv://198.255.74.87:9906/5dc08f26000c474d01b821140ba0e8a9.ts
纬来戏剧,vjms://121.14.222.75:8500:3502/live/cid=137
纬来戏剧,vjms://23.237.33.155:8500:3502/live/cid=137
纬来戏剧,vjms://58.215.133.185:8500:3502/live/cid=137
纬来戏剧,mitv://198.255.74.87:9906/5dc08f26000b5af101b820d79801275b.ts
纬来戏剧,P2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
纬来日本,vjms://23.237.33.155:8500:3502/live/cid=102
纬来日本,vjms://121.14.222.75:8500:3502/live/cid=102
纬来电影,p2p://51.79.41.138:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来电影台,http://pili-live-hdl.qhmywl.com/dsdtv/4f10b67646969a422a5490deaaabbc69.flv
纬来电影台,p8p://0198.02686.cc:16871/5d1a69ce0005e8e911be435423cf0509.ts
纬来电影台,p2p://170.178.164.250:6141/5b448afc0007f4650004373eda7b4dd8.ts
纬来电影台,P2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
纯享 4K,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226825/index.m3u8
美亚电影,p2p://51.79.41.138:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
美亚电影台,P2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
美食星球,http://pili-live-hdl.qhmywl.com/dsdtv/7f2e2b78b85222886ccb3792c905408e.flv
美食星球,p8p://0198.02686.cc:16871/5d1a69cf0001415211be460bf6630f93.ts
耀才财经台,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
華藝影剧台,http://pili-live-hdl.qhmywl.com/dsdtv/49d33b7521ceef2115572e8906e9f906.flv
華藝影剧台,p8p://0198.02686.cc:16871/5d1a69d700008c5a11be651dc2bd3d52.ts
